clean,created_at,full_text,id,label,crowd_label
"[""2008"",""the"",""perfect"",""friendship"",""is"",""that"",""of"",""the"",""good"",""and"",""those"",""who"",""resemble"",""each"",""other"",""by"",""virtue"",""aristotle""]",Sat Mar 20 11:13:22 +0000 2021,"RT @juanjose_2008: @9HUrne5nPVQ7p5h 

The perfect friendship is that of the good and those who resemble each other by virtue
— Aristotle

#…",1.37E+18,pleasant,happy
"[""it"",""seems"",""like"",""its"",""time"",""to"",""play"",""some"",""random"",""videogames"",""again"",""variety"",""shall"",""rule"",""the"",""evenin…""]",Sat Mar 20 11:10:01 +0000 2021,"RT @MisterTristerTV: it seems like its time to play some random videogames again :)

https://t.co/iwml3qgov8

variety shall rule the evenin…",1.37E+18,pleasant,excitement
"[""since"",""2008"",""finally"",""i"",""can"",""remember"",""how"",""does"",""it"",""feel"",""to"",""keep"",""quiet"",""in"",""front"",""of"",""the"",""sea"",""💙""]",Sat Mar 20 11:07:40 +0000 2021,"Since 2008 finally I can remember how does it feel to keep quiet in front of the sea 💙 

#sea #yemen #aden #goodbyes #goodvibes #peaceful #peace #blue #waves #notalone #thinking #art #artlovers #shotoniphone #summer https://t.co/j9dru43z6U",1.37E+18,pleasant,happy
"[""fresh"",""3mcs"",""amp"",""precise"",""urban"",""movement"",""jingle""]",Sat Mar 20 11:05:00 +0000 2021,#nowplaying Fresh 3MCs &amp; Precise - Urban Movement Jingle #less #talk #more #music #australia #urban #goodvibes,1.37E+18,pleasant,pleasant
"[""heading"",""to"",""fl"",""for"",""my"",""next"",""performance"",""✈️🎻🎶""]",Sat Mar 20 11:03:10 +0000 2021,RT @LydiaAnsel: Heading to FL for my next performance! ✈️🎻🎶 #travelingmusician #femaleartist #giglife #electricviolin #louboutin #florida #…,1.37E+18,pleasant,excitement
"[""due"",""to"",""covid19"",""the"",""start"",""of"",""the"",""2021"",""season"",""has"",""been"",""postponed"",""intill"",""1104"",""lets"",""hope"",""we"",""can"",""race"",""soon"",""lots"",""of"",""to"",""all"",""of"",""my"",""love"",""you"",""miss"",""you"",""sending"",""some"",""stay"",""safe""]",Sat Mar 20 11:03:03 +0000 2021,"#summer #GoodVibes #weekendvibes #weekend Due to covid-19 the start of the 2021 season has been postponed intill 11.04 let's hope we can race soon! lot's of #love to all of my #supporters, love you, miss you, sending some #positive #energy stay safe! https://t.co/kCP3YP1kF1",1.37E+18,pleasant,surprise
"[""“he’s"",""gonna"",""get"",""you"",""beat"",""up”"",""😂😂😂😂""]",Sat Mar 20 11:01:15 +0000 2021,“He’s gonna get you beat up” 😂😂😂😂 #GoodVibes https://t.co/CYCoTBYdCS,1.37E+18,pleasant,
"[""there"",""is"",""no"",""path"",""to"",""happiness"",""happiness"",""is"",""the"",""path"",""be"",""happy""]",Sat Mar 20 11:00:15 +0000 2021,"There is no path to happiness. Happiness is the path! 
Be Happy
.
.
.
#InternationalDayOfHappiness #happiness #BeHappy #Smile #motivation #MotivationalQuotes#selflove #love #PositiveVibes #goodvibes #goodvibesonly #Mindset #goals #LifeGoesOn #lifestyle #positivity #yokrazy https://t.co/13tG4x4iLA",1.37E+18,pleasant,
"[""kat1"",""gamez"",""awww"",""kat1"",""thank"",""you"",""so"",""much"",""i"",""am"",""so"",""happy"",""i"",""met"",""the"",""amazing"",""person"",""that"",""is"",""you"",""as"",""well"",""you"",""are"",""such"",""an"",""mvp"",""and"",""i"",""really"",""appreciate"",""it"",""thank"",""you"",""so"",""much"",""to"",""you""]",Sat Mar 20 10:57:07 +0000 2021,"@kenxi_kat1 @hollyhoneybun @yagirlsarina24 @xLea24xx @ditsyghost @ItsAph1 @Taeter_Gamez @SynysterGraves @wooSully @DrCookieeMonstr Awww, @kenxi_kat1 thank you so much!! I am so happy I met the amazing person that is you as well!! You are such an MVP and I really appreciate it! Thank you so much! #GoodVibes to you!!",1.37E+18,pleasant,
"[""catch"",""me"",""live"",""today"",""21002300"",""cet"",""on"",""radio""]",Sat Mar 20 10:51:43 +0000 2021,RT @FutureSound20: Catch me live Today 21:00-23:00 cet on @Renegade_Radio #RR1072FM #uplifting #Progressive #Trance #PLUR #Rave #DTrance75…,1.37E+18,pleasant,
"[""🙌"",""imaginary"",""friend"",""🌺"",""stream"",""►"",""we"",""all"",""had"",""them"",""as"",""kids"",""and"",""some"",""of"",""us"",""kept"",""them…""]",Sat Mar 20 10:50:07 +0000 2021,"RT @pueblovista: 🙌 @tunesofeleven // imaginary friend
🌺 Stream ► https://t.co/oHPozY9nT9

We all had them as kids and some of us kept them…",1.37E+18,pleasant,
"[""rumi"",""fabulous"",""weekend"",""to"",""all"",""💜➰💜""]",Sat Mar 20 10:48:39 +0000 2021,"RT @DrNikolova_Rumi: Fabulous weekend to all 💜➰💜

    #HappyWeekend #GoodVibes 
#LoveYou  #Gratitude #StaySafe https://t.co/yHNNhwSwsn",1.37E+18,pleasant,
"[""dego"",""celestian"",""ditton"",""faltydl"",""remix""]",Sat Mar 20 10:45:32 +0000 2021,#nowplaying Dego - Celestian Ditton (FaltyDL remix) #less #talk #more #music #australia #urban #goodvibes,1.37E+18,pleasant,
"[""leave"",""all"",""reservations"",""at"",""the"",""door"",""and"",""make"",""today"",""wonderful"",""✨""]",Sat Mar 20 10:45:12 +0000 2021,"Leave all reservations at the door, and make today wonderful! ✨

#TodayWillBeAFabulousDay #BeAwesomeToday #AmazingThingsWillHappen #GoodVibes #StayFabulous https://t.co/mSatSYLrJ3",1.37E+18,pleasant,
"[""om"",""we"",""are"",""perfect""]",Sat Mar 20 10:45:03 +0000 2021,"RT @Mitesh_Om: We are perfect! 
#SaturdayMorning #SaturdayMotivation #100DaysOfCode #DEVCommunity #photooftheday #goodvibes #meditation #Mi…",1.37E+18,pleasant,
"[""everyday"",""🌻"",""is"",""beautiful"",""so"",""enjoy"",""it"",""because"",""that"",""time"",""doesnt"",""come"",""back😌""]",Sat Mar 20 10:41:50 +0000 2021,"Everyday 🌻 is beautiful so enjoy it because that time doesn't come back😌.

#goodvibes #beatifulday #enjoy #sunshine #happy https://t.co/hfGrBWzivk",1.37E+18,pleasant,
"[""oliver"",""up"",""all"",""night"",""i"",""might"",""be"",""better"",""off"",""alone"",""i am"",""more"",""successful"",""when"",""i"",""am"",""🤴🏾""]",Sat Mar 20 10:40:59 +0000 2021,"RT @Stoney_Oliver: Up all night. I might be better off alone. I’m more successful when I am 🤴🏾 

#music #success #new #newmusic #hiphop #ra…",1.37E+18,pleasant,
"[""catch"",""me"",""live"",""today"",""21002300"",""cet"",""on"",""radio""]",Sat Mar 20 10:37:20 +0000 2021,Catch me live Today 21:00-23:00 cet on @Renegade_Radio #RR1072FM #uplifting #Progressive #Trance #PLUR #Rave #DTrance75 #TranceFamily #vinyl #Blur #Hardtrance #TranceParadise #psytrance #TechTrance #RadioShow #bigroom #Beats #energetic #Livestream #PositiveEnergy #GoodVibes https://t.co/zTgE5nH3Jz,1.37E+18,pleasant,
"[""el77"",""always"",""do"",""your"",""best"",""what"",""you"",""plant"",""now"",""you"",""will"",""harvest"",""later"",""og"",""mandino""]",Sat Mar 20 10:36:23 +0000 2021,"RT @mo_el_77: ..

Always do your best. What you
plant now, you will harvest later.

 #quote - - Og Mandino

#GoodVibes #GoodVibesOnly https…",1.37E+18,pleasant,
"[""had"",""a"",""nice"",""walk"",""with"",""doggie"",""and"",""a"",""market"",""run"",""was"",""pretty"",""busy"",""at"",""the"",""market"",""so"",""live"",""soon"",""as"",""possible"",""🔥💪hope"",""to"",""see"",""you"",""all"",""there"",""greets"",""ya"",""boy"",""happychef"",""and"",""fam""]",Sat Mar 20 10:31:03 +0000 2021,"Had a nice walk with doggie and a market run.
Was pretty busy at the market so live soon as possible @Twitch 🔥💪Hope to see you all there greets ya boy happychef and fam ❤#walking #market #run #streamer #twitch #goodvibes #goodfood #famtime https://t.co/tDZEGdCNIm",1.37E+18,pleasant,
"[""courage"",""doesnt"",""mean"",""that"",""you"",""dont"",""get"",""afraidit"",""means"",""that"",""you"",""dont"",""let"",""fear"",""stop"",""younever"",""let"",""your"",""fear"",""decide…""]",Sat Mar 20 10:30:37 +0000 2021,"RT @CouncilWorldwi1: ""Courage doesn't mean that you don't get afraid..it means that you don't let fear stop you..Never let your fear decide…",1.37E+18,pleasant,
"[""make"",""every"",""day"",""a"",""fabulous"",""one"",""😀""]",Sat Mar 20 10:30:31 +0000 2021,"Make every day a fabulous one. 😀

#TodayWillBeAFabulousDay #MakeItHappen #GoodVibes #StayFabulous https://t.co/ukRva532Pp",1.37E+18,pleasant,
"[""umr"",""naughty"",""by"",""nature"",""jingle""]",Sat Mar 20 10:30:17 +0000 2021,#nowplaying UMR - Naughty by Nature Jingle #less #talk #more #music #australia #urban #goodvibes,1.37E+18,pleasant,
"[""yolorx"",""adding"",""cbd"",""to"",""your"",""nightly"",""routine"",""can"",""also"",""help"",""you"",""let"",""go"",""of"",""any"",""of"",""the"",""negative"",""thoughts"",""or"",""anxiety"",""from"",""the"",""day"",""and"",""eas…""]",Sat Mar 20 10:30:01 +0000 2021,"RT @ap_yolorx: Adding CBD to your nightly routine can also help you let go of any of the negative thoughts or anxiety from the day, and eas…",1.37E+18,pleasant,
"[""rise"",""amp"",""grind"",""🥰"",""make"",""today"",""successful"",""i"",""hope"",""your"",""morning"",""has"",""started"",""off"",""with"",""so"",""much"",""love"",""and"",""light"",""in"",""your"",""hearts"",""and"",""minds"",""wishing"",""you"",""so"",""much"",""joy"",""now"",""amp"",""always"",""invest"",""time"",""today"",""in"",""your"",""dreams"",""amp"",""goals"",""you"",""got"",""this💓""]",Sat Mar 20 10:22:31 +0000 2021,"Rise &amp; Grind! 🥰 Make today successful. I hope your morning has started off with so much love and light in your hearts and minds. Wishing you so much joy, now &amp; always. Invest time today in your dreams &amp; goals. You got this!💓
#goodvibes #SaturdayVibes #weekendvibes #happiness",1.37E+18,pleasant,
"[""perfect"",""spot"",""to"",""enjoy"",""your""]",Sat Mar 20 10:21:04 +0000 2021,RT @FirewoodLounge: Perfect Spot To Enjoy Your Weekend!#osogbo #Liveband #NoFaceMaskNoEntry #freshpalmwine #bushmeat #goodvibes #goodmusic…,1.37E+18,pleasant,
"[""good"",""morning"",""wish"",""you"",""all"",""a"",""very"",""nice"",""day"",""😊😊❤️❤️""]",Sat Mar 20 10:20:33 +0000 2021,"Good morning #EDMFamily, wish you all a very nice day 😊😊❤️❤️ #goodmorning #GoodVibes",1.37E+18,pleasant,
"[""the"",""face"",""that"",""launched"",""a"",""thousand"",""emotions"",""lol"",""here"",""are"",""4"",""of"",""them"",""taken"",""a"",""week"",""ago"",""by"",""my"",""friend"",""carl"",""😯⬅️➡️😏"",""ucc"",""cafe"",""terrace"",""forbes"",""town"",""center"",""bgc""]",Sat Mar 20 10:18:45 +0000 2021,"The face that launched a thousand emotions lol. Here are 4 of them, taken a week ago by my friend, Carl. 😯⬅️➡️😏 #iphonephotography #goodvibes #emoticon @ UCC Cafe Terrace Forbes Town Center, BGC https://t.co/jHiuvzJD9U",1.37E+18,pleasant,
"[""here"",""we"",""go"",""smatrade"",""coin"",""trade"",""live"",""on"",""latoken🚀🚀🚀🥳"",""000000""]",Sat Mar 20 10:16:24 +0000 2021,"RT @SmartTradeCoin: HERE WE GO !!!!!!!! // SMART TRADE COIN | TRADE 
(LIVE) ON LATOKEN🚀🚀🚀🥳 00:00:00 
#latoken #Crypto #Bitcoin #listings #N…",1.37E+18,pleasant,
"[""goodbye"",""friday"",""and"",""hello"",""weekend"",""😎✌️☀️🌴🌯🥤🌺"",""oakland"",""california""]",Sat Mar 20 10:14:37 +0000 2021,"Goodbye Friday and hello weekend! 😎✌️☀️🌴🌯🥤🌺
.
.
. 
#eastbayloop #oakland  #fridayvibes #friday #fridaymood #weekend #weekendvibes #weekendmood #eastbay #goodvibes #chillvibes @ Oakland, California https://t.co/p0u7MesszG",1.37E+18,pleasant,
"[""🙌🏼"",""havent"",""tracked"",""too"",""much"",""lately"",""my"",""first"",""run"",""in"",""a"",""long"",""time"",""well"",""it"",""was"",""a"",""runwalkrun"",""but"",""still"",""go"",""out"",""there"",""and"",""did"",""it""]",Sat Mar 20 10:14:12 +0000 2021,🙌🏼 Haven't tracked too much lately. My first run in a LONG! time well it was a run/walk/run but still go out there and did it! @itstartsmonday #GoodVibes https://t.co/P1dlYMSgDI,1.37E+18,pleasant,
"[""inner"",""circle"",""your"",""listening"",""to"",""urban"",""movement"",""radio""]",Sat Mar 20 10:12:11 +0000 2021,#nowplaying Inner Circle - Your Listening To Urban Movement Radio #less #talk #more #music #australia #urban #goodvibes,1.37E+18,pleasant,
"[""justin"",""bieber"",""somebody"",""🔥🔥🎶🎶🎶🎶one"",""of"",""my"",""favorite"",""song"",""on"",""the"",""album""]",Sat Mar 20 10:11:50 +0000 2021,"Justin Bieber - Somebody 🔥🔥🎶🎶🎶🎶one of my favorite song on the album #Justice  
#GoodVibes 
#MorningVibes https://t.co/7d3aQNugEa",1.37E+18,pleasant,
"[""ballyhoo"",""mixtape"",""is"",""now"",""playing"",""on"",""listen"",""anywhere"",""with"",""the"",""free"",""app"",""thats"",""always"",""jamin"",""the"",""best"",""vibes""]",Sat Mar 20 10:11:48 +0000 2021,Ballyhoo! - Mixtape is now playing on https://t.co/uP1UbVZ8pa ! Listen anywhere with the FREE app thats always jamin' the best vibes! #Reggae #Peace&amp;Love #SunshineReggae #GoodVibes,1.37E+18,pleasant,
"[""spice"",""of"",""life"",""my"",""art"",""🖼""]",Sat Mar 20 10:11:05 +0000 2021,Spice of life my art 🖼 #lsd #psychedelic #trippy #acid #weed #love #psychedelicart #art #dmt #trip #psychedelics #lsdtrip #shrooms #trippyart #cannabis #drugs #marijuana #bhfyp #mushrooms #music #psy #psytrance #trance #lsdart #acidtrip #rave #mdma #goodvibes #magicmushrooms https://t.co/TTTZBra17d,1.37E+18,pleasant,
"[""“p2p”"",""video"",""out"",""now"",""🎲"",""🎥"",""🤮"",""🎹"",""link…""]",Sat Mar 20 10:08:24 +0000 2021,"RT @harleyboysmusic: https://t.co/Wjhf1gNnFN

“P2P” video OUT NOW 🎲
🎥: @joeylenz_ 🤮
@filthyvideosproduction 
🎹: @chophouzeonthetrack 
Link…",1.37E+18,pleasant,
"[""happy"",""😁"",""we"",""asked"",""our"",""team"",""what"",""makes"",""them"",""happy"",""amp"",""these"",""are"",""some"",""of"",""the"",""things"",""they"",""came"",""up"",""with"",""😃"",""we"",""hope"",""you"",""enjoy"",""your"",""day"",""doing"",""something"",""that"",""makes"",""you"",""or"",""someone"",""special"",""happy"",""💛""]",Sat Mar 20 10:08:11 +0000 2021,Happy #InternationalDayOfHappiness  😁 We asked our @AchillEXP team what makes them happy &amp; these are some of the things they came up with 😃 We hope you enjoy your day doing something that makes you or someone special happy! 💛 #happy #dayofhappiness #happydays #goodvibes #smile https://t.co/eZoSc27Ewx,1.37E+18,pleasant,
"[""syslab"",""it has / it is"",""a"",""day"",""for"",""nothing"",""but""]",Sat Mar 20 10:07:52 +0000 2021,RT @mo_sysLab: It’s a day for nothing but #GoodVibes! #InternationalDayOfHappiness #KeepCalm #StayWise #BeKind https://t.co/tIy7XseRAG,1.37E+18,pleasant,
"[""🙌"",""imaginary"",""friend"",""🌺"",""stream"",""►"",""we"",""all"",""had"",""them"",""as"",""kids"",""and"",""some"",""of"",""us"",""kept"",""them"",""until"",""adulthood"",""im"",""introducing"",""mine"",""to"",""my"",""daughter"",""⁣⁣""]",Sat Mar 20 10:06:39 +0000 2021,"🙌 @tunesofeleven // imaginary friend
🌺 Stream ► https://t.co/oHPozY9nT9

We all had them as kids and some of us kept them until adulthood. I'm introducing mine to my daughter!
⁣⁣
#lofihiphop #lofiandchill #lofiradio #lofibeats #weekendvibes #lofivibes #goodvibes #chill https://t.co/D4GbcVOrV5",1.37E+18,pleasant,
"[""np"",""solemo"",""by"",""ft"",""🎧🎧🎙️🎵🎵🇳🇬🇳🇬🎤🎤📺📺📻""]",Sat Mar 20 10:03:27 +0000 2021,"Np @BronzeFm9 SOLEMO by 
@MinGleXMinGle ft @Starrexxforever

#NowOnAir🎧🎧🎤
#HotOnAir
#TrendingNow
#SaturdayMotivation

#Goodvibes #Morningvibes
#NowPlayingOnBronzeFm
 🎧🎧🎙️🎵🎵🇳🇬🇳🇬🎤🎤📺📺📻 https://t.co/QzIWZz5Tf0",1.37E+18,pleasant,
"[""🙌"",""young"",""mikeo"",""f"",""benefit"",""of"",""the"",""doubt"",""🌺"",""stream"",""►"",""when"",""you"",""got"",""mitch"",""cosby"",""on"",""the"",""instrumental…""]",Sat Mar 20 10:02:35 +0000 2021,"RT @pueblovista: 🙌 Young Mikeo $f // benefit of the doubt
🌺 Stream ► https://t.co/oHPozY9nT9

When you got Mitch Cosby on the instrumental.…",1.37E+18,pleasant,
"[""hello"",""spring"",""we"",""are"",""so"",""happy"",""to"",""see"",""you"",""🌼"",""who"",""else"",""is"",""more"",""than"",""ready"",""for"",""flowers"",""warm"",""breezes"",""and"",""fun"",""in"",""the"",""sun"",""🏡"",""🌞""]",Sat Mar 20 10:01:37 +0000 2021,"Hello, Spring! We are so happy to see you. 🌼 
Who else is more than ready for flowers, warm breezes, and fun in the sun? 🏡 🌞

#spring2021 #goodvibes https://t.co/6NkHhqAgxs",1.37E+18,pleasant,
"[""our"",""kids"",""indoor"",""activities"",""during"",""quarantine"",""at"",""home"",""sunday"",""edition"",""vlog"",""ourense"",""galicia""]",Sat Mar 20 09:53:49 +0000 2021,"Our Kids Indoor Activities During Quarantine at Home | Sunday Edition Vlog | Ourense, Galicia #throwback #kidsindooractivities #quarantineactivities #mylifeinspain #familyvlog #lifeineurope #livinginspain #throwbackvideos #goodvibes #grateful https://t.co/0RNJO4HMkC",1.37E+18,pleasant,
"[""good"",""sips"",""good"",""mood❤""]",Sat Mar 20 09:52:10 +0000 2021,"RT @SipIt05071293: Good sips, good mood❤

#digitalmediagr #sipit #sipitnow #passingthechills #passthechills #juices #milkshake #smoothies #…",1.37E+18,pleasant,
"[""dont"",""miss"",""a"",""new"",""wishour"",""mix"",""live"",""on"",""radio"",""this"",""saturday"",""3pm"",""pst"",""for"",""1"",""hour"",""full"",""of""]",Sat Mar 20 09:51:47 +0000 2021,"RT @youwishmusic: Don't miss a new Wishour Mix live on https://t.co/QuDyhDRiVP @realdance_radio this Saturday 3pm PST, for 1 hour full of #…",1.37E+18,pleasant,
"[""up"",""all"",""night"",""i"",""might"",""be"",""better"",""off"",""alone"",""i am"",""more"",""successful"",""when"",""i"",""am"",""🤴🏾""]",Sat Mar 20 09:50:43 +0000 2021,"Up all night. I might be better off alone. I’m more successful when I am 🤴🏾 

#music #success #new #newmusic #hiphop #rap #singing #songwriter #song #happy #love #motivation #inspiration #quotes #selflove #good #goodvibes #positivevibes #dance #dancer https://t.co/8lzS6biDXR",1.37E+18,pleasant,
"[""we"",""suspect"",""that"",""a"",""lot"",""of"",""cool"",""upwardly"",""mobile"",""young"",""people"",""will"",""be"",""toking"",""it"",""gapesstyle"",""today"",""are"",""we"",""right"",""hit"",""that"",""retweet"",""button"",""if"",""you"",""love"",""to"",""blaze"",""it"",""420""]",Sat Mar 20 09:46:37 +0000 2021,We suspect that a lot of cool upwardly mobile young people will be toking it Gapes-style today. Are we right? Hit that RETWEET button if you love to blaze it 420? #GoodVibes #DankGapes https://t.co/mMHSqdB6P1,1.37E+18,pleasant,
"[""it has / it is"",""a"",""day"",""for"",""nothing"",""but""]",Sat Mar 20 09:45:11 +0000 2021,It’s a day for nothing but #GoodVibes! #InternationalDayOfHappiness #KeepCalm #StayWise #BeKind https://t.co/tIy7XseRAG,1.37E+18,pleasant,
"[""we"",""never"",""seem"",""to"",""realize"",""when"",""the"",""weekend"",""just"",""rushed"",""by"",""us"",""do"",""you""]",Sat Mar 20 09:39:00 +0000 2021,"We never seem to realize when the weekend just rushed by us, do you? 

#weekend #weekendvibes #instagood #saturday #happy #friday #summer #nature #sunday #travel #instagram #friends #fun #like #follow #goodvibes #life #cognixia https://t.co/K9S6spRyju",1.37E+18,pleasant,
"[""absolutely"",""love"",""this"",""group"",""awesome"",""music"",""awesome"",""sounds"",""even"",""better"",""live""]",Sat Mar 20 09:38:58 +0000 2021,"Absolutely love this group.  Awesome music, awesome sounds. Even better live. @felixquinnmusic #livemusic #goodvibes https://t.co/TBs2kDqExM",1.37E+18,pleasant,
[],Sat Mar 20 09:38:18 +0000 2021,"RT @SoundsInner: #goodmorning #music
#naturelovers #backgroundmusic #Mindfulness #inspiration #success #Happiness #GoodVibes #yoga #relaxin…",1.37E+18,pleasant,
"[""💗beautiful"",""sunset💗"",""🇬🇷"",""🙏"",""🤗🤗""]",Sat Mar 20 09:35:41 +0000 2021,"💗BEAUTIFUL SUNSET💗
#travelphotography #Greece 🇬🇷
#memories #besttimes #goodvibes #holidays #vacation #lovemycountry #liveyourlife #sun #sea #sky #seaview #nofilter #sunset #colours #colorful 
#begrateful 🙏  #STAYSAFE #stayhappy #μενουμε_ασφαλεις   🤗🤗
https://t.co/Or0vcmh9uD",1.37E+18,pleasant,
"[""about"",""the"",""isl"",""club🎁"",""come"",""and"",""check✨""]",Sat Mar 20 09:31:19 +0000 2021,"About the ISL Club🎁
Come and check✨
#club #isl #school #international #meeting #gathering #support #together #better #inspiration #motivation #yoga #meditation #book #europe #woman #women #uk #europe #america #lifestyle #life #weekend #saturday #goodvibes #education #psychology https://t.co/JmqUprn6XK",1.37E+18,pleasant,
"[""alexa"",""play"",""the"",""album"",""justice"",""by"",""justin"",""bieber"",""song"",""as"",""i"",""am"",""ft"",""khalid"",""🔥🔥🎶🎶🎶🎶""]",Sat Mar 20 09:30:36 +0000 2021,Alexa play the Album Justice by Justin Bieber song As I Am ft Khalid #GoodVibes #MorningVibes 🔥🔥🎶🎶🎶🎶,1.37E+18,pleasant,
"[""its"",""always"",""a"",""beautiful"",""morning"",""here""]",Sat Mar 20 09:25:04 +0000 2021,"it's always a beautiful MORNING here.

#moistbeachclub #moistbeachcluboniru #moistbeachclubdiary #party #cruise #Goodvibes #goodvibesalways #happiness #fun #moist #beach #beachwear #beachlife #beachday #goodvibesonly #vibes #morningvibes

https://t.co/8KW1Ni0UT5 https://t.co/pfqbZ1Bhwd",1.37E+18,pleasant,
"[""🙌"",""young"",""mikeo"",""f"",""benefit"",""of"",""the"",""doubt"",""🌺"",""stream"",""►"",""when"",""you"",""got"",""mitch"",""cosby"",""on"",""the"",""instrumental"",""⁣⁣""]",Sat Mar 20 09:23:08 +0000 2021,"🙌 Young Mikeo $f // benefit of the doubt
🌺 Stream ► https://t.co/oHPozY9nT9

When you got Mitch Cosby on the instrumental...
⁣⁣
#lofihiphop #lofiradiostation #lofiandchill #lofiradio #lofibeats #weekendvibes #lofivibes #goodvibes #chill #pueblovista #springvibes #springfeel https://t.co/LL4C36z4hS",1.37E+18,pleasant,
"[""good"",""sips"",""good"",""mood❤""]",Sat Mar 20 09:20:44 +0000 2021,"Good sips, good mood❤

#digitalmediagr #sipit #sipitnow #passingthechills #passthechills #juices #milkshake #smoothies #goodday #gooddrinks #goodvibes #shakes https://t.co/AtywtEpbXx",1.37E+18,pleasant,
"[""what"",""are"",""you"",""grateful"",""for"",""today"",""i"",""am"",""grateful"",""for"",""you"",""and"",""people"",""like"",""you"",""who"",""are"",""attracted"",""to"",""and"",""posit…""]",Sat Mar 20 09:19:32 +0000 2021,"RT @iamfearlesssoul: What are you GRATEFUL for today?

I AM grateful for YOU, and people like you who are attracted to #GOODVIBES and POSIT…",1.37E+18,pleasant,
"[""creativity"",""is"",""in"",""the"",""eye"",""of"",""the"",""beholder"",""have"",""a"",""nice"",""day"",""🦊😊🤗😉""]",Sat Mar 20 09:19:29 +0000 2021,"RT @JackyHobbyFoto: Creativity is in the eye of the beholder

Have a nice Day 🦊😊🤗😉

#love #earth #sun #rain #fly #music 
#liebe #erde #sonn…",1.37E+18,pleasant,
