clean,created_at,full_text,id,label,crowd_label
"[""the"",""correlates"",""doing"",""good"",""with""]",Sat Mar 20 11:15:50 +0000 2021,"RT @LajnaUK: The #HolyQuran correlates doing good with #happiness.

#helpinghand #kindness 

#InternationalDayOfHappiness https://t.co/5BwC…",1.37323E+18,happy,
"[""happy"",""happy"",""happy"",""international"",""day"",""of"",""happiness😀""]",Sat Mar 20 11:15:45 +0000 2021,"RT @Chuggington: Happy, Happy, Happy International Day of HAPPINESS!😀 

#dayofhappiness #happiness #InternationalDayOfHappiness https://t.c…",1.37323E+18,happy,
"[""status"",""2021"",""know"",""about"",""international"",""day"",""of"",""happiness"",""2021""]",Sat Mar 20 11:15:38 +0000 2021,"RT @localvocalnews: #InternationalDayOfHappiness Status 2021 | Know About International Day Of Happiness 2021 

#happiness #happinessday…",1.37323E+18,happy,
"[""happy"",""first"",""day"",""of"",""spring""]",Sat Mar 20 11:18:01 +0000 2021,"Happy First Day of Spring! 

#firstdayofspring #springhassprung #simplyvibinllc #Freshair #quarantinebegone #happiness #dosomething #nature #onewithnature https://t.co/OdrBg8q4ys",1.37323E+18,happy,happy
"[""binds"",""all"",""hearts"",""like"",""soothing""]",Sat Mar 20 11:17:06 +0000 2021,"RT @MBUSAEG: #Love binds all hearts like soothing #music.
#joy #Happiness #GoodMorningTwitterWorld https://t.co/aiKc3vRHQZ",1.37323E+18,happy,
"[""life"",""gets"",""better"",""when"",""you"",""accept"",""more"",""and"",""reject"",""less""]",Sat Mar 20 11:16:57 +0000 2021,"""Life gets better when you accept more and reject less""

 #InternationalDayOfHappiness 
#happinessday 
#happiness 
#InternationalHappinessDay 
#parishkarworld
#dr_raghav_prakash https://t.co/HDOGnvxMFh",1.37323E+18,happy,
"[""multiyear"",""practice"",""to"",""know"",""what"",""is"",""to"",""accept"",""and"",""be"",""at"",""peace"",""with"",""what"",""is"",""to"",""notice"",""the"",""bliss"",""in"",""what"",""is"",""to"",""empathise"",""with"",""what"",""is"",""to"",""do"",""what"",""need"",""to"",""be"",""done"",""and"",""not"",""to"",""do"",""that"",""need"",""not"",""be"",""done""]",Sat Mar 20 11:16:51 +0000 2021,"Multi-Year Practice:
to Know What is
to Accept and be at peace with What is
to notice the Bliss in What is
to Empathise with What is
To do what need to be done and not to do that need not be done.
#Peace, #Bliss, #Happiness, #Awareness, #Presence, #Mindfulness, #Compassion,#Truth",1.37323E+18,happy,
"[""international"",""day"",""of"",""happiness"",""as"",""a"",""way"",""to"",""recognise"",""the"",""importance"",""of"",""happiness"",""in"",""the"",""lives"",""of"",""people"",""around"",""the"",""world""]",Sat Mar 20 11:15:25 +0000 2021,"International Day of Happiness as a way to recognise the importance of happiness in the lives of people around the world.
#happiness #idh2021 #internationaldayofhappiness2021 #healthcare #Indianmedicalassociation #kotharimedical https://t.co/Fl0xYKAtmR https://t.co/b1Wd1f1ybG",1.37323E+18,happy,
"[""amen""]",Sat Mar 20 11:15:14 +0000 2021,Amen! #selfcare #happiness #happymoms https://t.co/fOUYu4pC1d,1.37323E+18,happy,happy
"[""🌼"",""we"",""can"",""wear"",""more"",""makeup"",""style"",""our"",""hair"",""educate"",""ourselves"",""but"",""those"",""are not / am not"",""going"",""to"",""change"",""the"",""way"",""we"",""were"",""made"",""however"",""you"",""can"",""definitely"",""change"",""how"",""healthy"",""you"",""are"",""reformat"",""your"",""life""]",Sat Mar 20 11:15:03 +0000 2021,"🌼 We can wear more makeup, style our hair, educate ourselves, but those aren’t going to change the way we were made. However, you can definitely change how healthy you are. 

Reformat your life: https://t.co/dVHfuTCq57

#Mindset #love #inspiration #happiness #goals #loveyourself https://t.co/J8rlC4NlZ6",1.37323E+18,happy,pleasant
"[""march"",""20th"",""is"",""national"",""day"",""❦"",""alien"",""👽"",""abduction"",""day"",""❦"",""pride"",""day"",""❦"",""language"",""day"",""❦"",""international"",""day"",""of"",""❦"",""national"",""bock"",""🍺"",""day"",""❦"",""national"",""native"",""hivaids"",""awareness"",""day"",""❦"",""world"",""sparrow"",""day"",""more"",""➡️""]",Sat Mar 20 11:15:00 +0000 2021,"March 20th is National #Ravioli Day

❦ Alien 👽 Abduction Day
❦ #Atheist Pride Day
❦ #French Language Day
❦ International Day of #Happiness
❦ National Bock #Beer 🍺 Day
❦ National Native HIV/AIDS Awareness Day
❦ World Sparrow Day

More ➡️  https://t.co/XDjujjgVWD #Today https://t.co/XX7mEHUBoM",1.37323E+18,happy,happy
"[""over"",""the"",""years"",""researchers"",""have"",""found"",""out"",""that"",""there"",""is"",""a"",""correlation"",""between"",""amp"",""good"",""health"",""from"",""big"",""to"",""small"",""there"",""are"",""infinite"",""reasons"",""to"",""be"",""happy"",""so"",""every"",""day"",""smile"",""a"",""little"",""more"",""to"",""have"",""a"",""long"",""amp"",""healthy"",""life""]",Sat Mar 20 11:14:02 +0000 2021,"Over the years, researchers have found out that there is a correlation between #happiness &amp; good health. From big to small, there are infinite reasons to be happy. So, every day smile a little more to have a long &amp; healthy life.

#MedipulseHospital #InternationalDayOfHappiness https://t.co/7SSh3oh89z",1.37323E+18,happy,
"[""“happiness"",""is"",""in"",""your"",""ability"",""to"",""love"",""others”😁😁❤️""]",Sat Mar 20 11:13:56 +0000 2021,“Happiness is in your ability to love others.”😁😁❤️ #InternationalHappinessDay #InternationalDayOfHappiness #happiness,1.37323E+18,happy,
"[""the"",""day"",""of"",""😊"",""is"",""an"",""annual"",""event"",""organised"",""by"",""the"",""united"",""nations"",""to"",""promote"",""the"",""idea"",""that"",""feeling…""]",Sat Mar 20 11:13:28 +0000 2021,RT @DenisVickr: The #International Day of #Happiness 😊 is an annual event organised by the United Nations to promote the idea that feeling…,1.37323E+18,happy,
"[""its"",""international"",""day"",""of"",""happiness"",""wishing"",""you"",""all"",""the"",""happiness"",""your"",""heart"",""could"",""ever"",""wish"",""for"",""with"",""love"",""doodle"",""dozen""]",Sat Mar 20 11:13:26 +0000 2021,"It's International Day of Happiness!  Wishing you all the happiness your heart could ever wish for :-)
with love, 
Doodle Dozen

#happy #happiness #IHD2021 #doodledozen #kidlit #picturebook #inspiration #success #inspire @michgibbswrites https://t.co/RlmiqDpH1K",1.37323E+18,happy,
"[""enjoy"",""every"",""moment"",""of"",""life"",""because"",""you"",""dont"",""know"",""what"",""will"",""happen"",""tomorrow"",""lets"",""maximize"",""it"",""btw""]",Sat Mar 20 11:13:05 +0000 2021,"Enjoy every moment of life because you don't know what will happen tomorrow.. lets maximize it BTW!

#leadershipdevelopmentcoaching #motivation #inspiration #success #motivation #inspiration #entrepreneur #happiness #mindfulness #life #saturdaymotivation https://t.co/bexX8pbyqO",1.37323E+18,happy,
"[""is"",""in"",""all"",""the"",""little"",""things"",""around"",""us"",""family"",""kids"",""friends"",""colleagues"",""work"",""nature"",""amp"",""more"",""its"",""up"",""to"",""us…""]",Sat Mar 20 11:12:58 +0000 2021,"RT @manukumarjain: #Happiness is in all the little things around us - family, kids, friends, colleagues, work, nature &amp; more. It's up to us…",1.37323E+18,happy,
"[""🗣️"",""today"",""is"",""international"",""day"",""of"",""happiness"",""💜"",""💜"",""lets"",""be"",""happier"",""and"",""kinder"",""together"",""💜""]",Sat Mar 20 11:12:54 +0000 2021,"🗣️ Today is International Day of Happiness 💜 💜

Let's be happier and kinder together 💜

#happiness💕 #internationaldayofhappiness #kinder #together #CAREGiver #homecare #careathome #homeinstead #proudtocare https://t.co/ffzmf3PCdy",1.37323E+18,happy,
"[""according"",""to"",""the"",""united"",""nations"",""today"",""is"",""indeed"",""all"",""of"",""our"",""happy"",""days"",""because"",""the"",""20th"",""march"",""marks"",""international"",""happine…""]",Sat Mar 20 11:11:57 +0000 2021,"RT @menaspeakers: According to the United Nations, today is indeed all of our happy days because the 20th March marks International Happine…",1.37323E+18,happy,
"[""“when"",""all"",""hope"",""seems"",""lost"",""and"",""things"",""feel"",""heavy"",""trust"",""in"",""the"",""lord"",""do not"",""give"",""up"",""or"",""allow"",""doubt"",""and"",""fear"",""to"",""steal"",""your…""]",Sat Mar 20 11:11:49 +0000 2021,"RT @derekfiorenza4: “When all hope seems lost and things feel heavy, trust in the Lord. Don’t give up or allow doubt and fear to steal your…",1.37323E+18,happy,
"[""did"",""you"",""know"",""that"",""today"",""is"",""international"",""day"",""of"",""happiness"",""we"",""hope"",""you"",""are"",""happy"",""today""]",Sat Mar 20 11:11:47 +0000 2021,"Did you know that today is international day of happiness? We hope you are happy today!

#Happy #InternationalDayofHappiness #Happiness #Joy #Weekend #Laughter #Love #Fun #BeKind #kind #kindness #smile https://t.co/mow31V3Kpy",1.37323E+18,happy,
"[""solar"",""happiness"",""quiz"",""contest"",""is"",""here"",""here"",""comes"",""your"",""second"",""question"",""lets"",""participate"",""amp"",""celebrate"",""the"",""special"",""day"",""of"",""happine…""]",Sat Mar 20 11:11:26 +0000 2021,"RT @cygni_solar: Happiness Quiz Contest Is Here!
Here comes your second question:

Let's participate &amp; Celebrate the special day of Happine…",1.37323E+18,happy,
"[""20"",""mar"",""international"",""happiness"",""day"",""there"",""is"",""no"",""happiness"",""in"",""safety"",""no"",""parrot"",""is"",""happy"",""in"",""the"",""cage""]",Sat Mar 20 11:11:20 +0000 2021,"RT @virtualciti: 20 Mar International Happiness Day
THERE IS NO HAPPINESS IN SAFETY
NO PARROT IS HAPPY IN THE CAGE
#happy #happiness
#happi…",1.37323E+18,happy,
"[""janhvi"",""the"",""secret"",""of"",""happiness"",""is"",""freedom"",""the"",""secret"",""of"",""freedom"",""is"",""courage""]",Sat Mar 20 11:10:43 +0000 2021,"RT @shukla_janhvi: The secret of happiness is freedom.
The secret of freedom is courage.

#InternationalDayOfHappiness #WorldHappinessDay #…",1.37323E+18,happy,
"[""20"",""mar"",""international"",""happiness"",""day"",""there"",""is"",""no"",""happiness"",""in"",""safety"",""no"",""parrot"",""is"",""happy"",""in"",""the"",""cage""]",Sat Mar 20 11:10:43 +0000 2021,"20 Mar International Happiness Day
THERE IS NO HAPPINESS IN SAFETY
NO PARROT IS HAPPY IN THE CAGE
#happy #happiness
#happinessday #happinessquote #happinessmemes #dearmooncrew #parrot #safe #safety #poetry #shayari #shayri #urdushayari #urdupoetry #hindishayari #hindipoetry #poet https://t.co/9rosdCoO93",1.37323E+18,happy,
"[""“happiness"",""does not"",""depend"",""on"",""what"",""we"",""have"",""but"",""it"",""does"",""depend"",""on"",""how"",""we"",""feel"",""toward"",""what"",""we"",""have"",""we"",""can"",""be"",""happy"",""with…""]",Sat Mar 20 11:10:27 +0000 2021,"RT @ehsasezimedaari: “Happiness doesn’t depend on what we have, but it does depend on how we feel toward what we have. We can be happy with…",1.37323E+18,happy,
"[""as"",""we"",""face"",""a"",""global"",""crisis"",""together"",""let us"",""find"",""positive"",""ways"",""to"",""look"",""after"",""ourselves"",""and"",""each"",""other"",""keep"",""calm"",""stay"",""wise"",""be"",""kind"",""how"",""will"",""you"",""be"",""spreading"",""👉""]",Sat Mar 20 11:10:12 +0000 2021,"#InternationalDayOfHappiness😁 As we face a global crisis together, let’s find positive ways to look after ourselves and each other. Keep Calm. Stay Wise. Be Kind How will you be spreading #Happiness? 👉 https://t.co/iWBbBNHMhk #choosehappiness #createhappiness #makeithappy https://t.co/Jpew5ILioP",1.37323E+18,happy,
"[""question"",""of"",""the"",""day"",""what"",""is"",""your"",""current"",""emoji"",""mood""]",Sat Mar 20 11:10:02 +0000 2021,"Question of the day - What is your current emoji mood?

#justforfun #saturdayvibes #currentmood #emoji #moods #fun #Questionbox #happiness #sleepy #foodie #party #fine #Saturday",1.37323E+18,happy,
"[""lifes"",""lessons""]",Sat Mar 20 11:09:53 +0000 2021,"RT @dovpeace: Life's lessons
#awakening #trust #peace #Equality #Grace #Gratitude #Happiness #Healing #God #kindness #love #appreciate #for…",1.37323E+18,happy,
"[""on"",""this"",""special"",""day"",""of"",""did"",""you"",""make"",""your"",""loved"",""ones"",""feel"",""happy"",""❤️😁""]",Sat Mar 20 11:09:49 +0000 2021,"RT @GRASSROOTENT: On this special day of #happiness did you make your loved ones feel happy ?? ❤️😁
.
.
@jeet30 @YourKoel #MonAmar #Internat…",1.37323E+18,happy,
"[""210320"",""instagram"",""update""]",Sat Mar 20 11:18:26 +0000 2021,"RT @5REDVELVET: 210320 #HAETNIM Instagram update #JOY

#REDVELVET @RVsmtown 
https://t.co/zIw2fayndc https://t.co/3YQP3KibB9",1.37323E+18,happy,
"[""prem"",""rawat""]",Sat Mar 20 11:18:21 +0000 2021,"Prem Rawat 

#PremRawat #timelesstoday #Hindi #peaceispossible #peacemakers #wordsofpeace #inspirational #inspired #peaceiswithinyou #KnowThyself #wopg #peace #Happiness #humanity #goodness #fulfilment #joy #messageofpeace #beautiful #lockdown #life 

https://t.co/OzilXVPxdr",1.37323E+18,happy,
"[""prem"",""rawat""]",Sat Mar 20 11:17:59 +0000 2021,"Prem Rawat 

#PremRawat #timelesstoday #peaceispossible #peacemakers #wordsofpeace #inspirational #inspired #peaceiswithinyou #KnowThyself #wopg #wordsofpeace #fulfilment #joy #humanity #fun #meditation #World #youthpeacefoundation #quotes 

https://t.co/GGGdT1Huh0",1.37323E+18,happy,
"[""psycho"",""has"",""reached"",""200"",""million"",""streams"",""on"",""spotify"",""🥳"",""this"",""is"",""red"",""velvet’s"",""first"",""song"",""to"",""hit"",""200m"",""red"",""velvet"",""is"",""sm’s"",""fir…""]",Sat Mar 20 11:17:55 +0000 2021,"RT @RVSpotify: Psycho has reached 200 MILLION streams on Spotify! 🥳

-This is Red Velvet’s first song to hit 200M!
- Red Velvet is SM’s FIR…",1.37323E+18,happy,
"[""official"",""210320"",""instagram"",""update""]",Sat Mar 20 11:17:54 +0000 2021,"RT @5REDVELVET: [OFFICIAL] 210320 #JOY Instagram update #HAETNIM

#REDVELVET @RVsmtown 
https://t.co/oPz3SnYuDX https://t.co/dXUEIAUo0z",1.37323E+18,happy,
"[""info"",""after"",""news"",""of"",""joys"",""new"",""ost"",""for"",""the"",""drama"",""hospital"",""playlist"",""joy"",""is"",""trending"",""at"",""on"",""melons"",""real"",""time"",""search…""]",Sat Mar 20 11:17:27 +0000 2021,"RT @joysooyoungpics: [INFO] After news of Joy's new OST for the drama ""Hospital Playlist"" Joy is trending at #1 on Melon's Real Time Search…",1.37323E+18,happy,
"[""ig"",""joy"",""instagram"",""updates"",""on"",""imyourjoy"",""💚"",""make"",""sure"",""to"",""like"",""and"",""comment"",""on"",""both"",""of"",""joys"",""new"",""posts""]",Sat Mar 20 11:17:12 +0000 2021,"RT @joysooyoungpics: [IG] Joy Instagram Updates on _imyour_joy. 💚

Make sure to like and comment on both of Joy's new posts:
🔗https://t.co/…",1.37323E+18,happy,
"[""official"",""210320"",""instagram"",""update""]",Sat Mar 20 11:16:58 +0000 2021,"RT @5REDVELVET: [OFFICIAL] 210320 #JOY Instagram update #HAETNIM

#REDVELVET @RVsmtown 
https://t.co/SRPuasefz2 https://t.co/IHgk6quWAq",1.37323E+18,happy,
"[""our"",""critically"",""acclaimed"",""singer"",""park"",""sooyoung"",""sang"",""this"",""ost"",""beautifully"",""💚""]",Sat Mar 20 11:16:01 +0000 2021,"RT @picsofsooyoung: Our critically acclaimed singer, Park Sooyoung sang this OST beautifully 💚

#1YearWithJoyIMAGP
#레드벨벳 #조이 #JOY https://t…",1.37323E+18,happy,
"[""congrats"",""n"",""texas"",""and"",""30"",""buorunt"",""great"",""day""]",Sat Mar 20 11:15:07 +0000 2021,RT @BUDREW: Congrats N TEXAS and @UNTCoachGMac !!!!!  3-0... BU-ORU-NT. Great Day!!!  #1TGF #JOY,1.37323E+18,happy,
"[""instagram"",""post"",""4p"",""😽💜"",""👤"",""tods"",""210318"",""·"",""003343"",""kst…""]",Sat Mar 20 11:14:12 +0000 2021,"RT @joystgrm: [INSTAGRAM POST] - 4P

😽💜
👤: tods
https://t.co/mGzwAg39bu

@RVsmtown #RedVelvet #레드벨벳 #Joy #조이 #RVF   
210318 · 00:33:43 KST…",1.37323E+18,happy,
"[""the"",""reason"",""why"",""i"",""smile"",""♡""]",Sat Mar 20 11:14:09 +0000 2021,"RT @joypics: #JOY: the reason why I smile ♡

 https://t.co/fPWG4uP9Mz",1.37323E+18,happy,
"[""one"",""year"",""with"",""introduce"",""me"",""a"",""good"",""person"",""💚"",""introduce"",""me"",""singer"",""joy""]",Sat Mar 20 11:13:55 +0000 2021,"RT @MYluvies0801: One year with Introduce Me A Good Person 💚

INTRODUCE ME SINGER JOY 

#1YearWithJoyIMAGP @RVsmtown
 
#조이 #JOY #레드벨벳 #RedV…",1.37323E+18,happy,
"[""made"",""me"",""smile"",""😊"",""happy""]",Sat Mar 20 11:13:45 +0000 2021,Made me smile 😊 Happy #SaturdayMorning #Spring #Joy https://t.co/LBf7RUwxTm,1.37323E+18,happy,
"[""stats"",""netizens"",""say"",""had"",""gotten"",""prettier"",""these"",""days"",""👉""]",Sat Mar 20 11:13:38 +0000 2021,"RT @Joy_Stats: Netizens say #JOY had gotten prettier these days 

#조이 #레드벨벳 #레드벨벳조이 #REDVELVET @RVsmtown   
👉 https://t.co/tGX3XPc9DE https…",1.37323E+18,happy,
"[""more"",""than"",""a"",""woman""]",Sat Mar 20 11:13:30 +0000 2021,RT @leehaecam: #JOY: more than a woman https://t.co/qCAfyT7YNe,1.37323E+18,happy,
"[""210320"",""instagram"",""update""]",Sat Mar 20 11:13:26 +0000 2021,"RT @5REDVELVET: 210320 #HAETNIM Instagram update #JOY

#REDVELVET @RVsmtown 
https://t.co/zIw2fayndc https://t.co/argQ2NRiAf",1.37323E+18,happy,
"[""tags"",""level"",""1"",""👉"",""keyword"",""hashtags"",""🎯"",""50"",""replies"",""🎯"",""30"",""retweet"",""introduce"",""me"",""singer"",""joy"",""…""]",Sat Mar 20 11:12:58 +0000 2021,"RT @JoyVotingTeam: [TAGS] LEVEL 1

👉 KEYWORD + HASHTAGS
🎯 50 Replies 
🎯 30 Retweet

INTRODUCE ME SINGER JOY

#1YearWithJoyIMAGP @RVsmtown…",1.37323E+18,happy,
"[""🗳️"",""fanplus"",""🗳️"",""🗓️"",""day"",""6"",""✅"",""check"",""your"",""daily"",""attendance"",""to"",""get"",""rewards"",""cash"",""✅"",""add"",""50"",""friends"",""ready"",""your"",""accounts"",""on"",""fanplus"",""and"",""we"",""will"",""start"",""collecting"",""vts"",""on"",""march"",""22""]",Sat Mar 20 11:12:35 +0000 2021,"🗳️ [ FANPLUS ] 🗳️

🗓️ Day 6

✅  Check your daily attendance to get rewards. (cash)
✅ Add 50+ FRIENDS

Ready your accounts on FanPlus and we will start collecting VTs on March 22. 

#ParkSooyoung #JOY #조이 #레드벨벳 #RedVelvet @RVsmtown https://t.co/sOlAwpQPOk",1.37323E+18,happy,
"[""conquers"",""all""]",Sat Mar 20 11:12:34 +0000 2021,RT @KariJoys: #Love conquers ALL! #JoyTrain #Joy  #Compassion #BeLove #BeKind RT @LantermozRory https://t.co/DHYdrzIQzO,1.37323E+18,happy,
"[""she"",""truly"",""deserves"",""her"",""title"",""as"",""miss"",""korea"",""😍""]",Sat Mar 20 11:11:50 +0000 2021,"RT @joyparkgallery: She truly deserves her title as ""Miss Korea"" 😍 #Joy #조이 @RVsmtown https://t.co/lEmdYegT0o",1.37323E+18,happy,
"[""international"",""happiness"",""day"",""cassie"",""and"",""dexter"",""💕❤️✨🌟""]",Sat Mar 20 11:18:31 +0000 2021,International Happiness Day ! Cassie and Dexter 🐶🐶💕❤️✨#InternationalHappinessDay #pug #husky #dog #babies #love #angel 💕❤️✨🌟 https://t.co/XLxZApGRC2,1.37323E+18,happy,
"[""and"",""when"",""he"",""was"",""come"",""out"",""of"",""the"",""ship"",""immediately"",""there"",""met"",""him"",""out"",""of"",""the"",""tombs"",""a"",""man"",""with"",""an"",""unclean"",""spirit"",""mark"",""52""]",Sat Mar 20 11:18:15 +0000 2021,"""And when he was come out of the ship, immediately there met him out of the tombs a man with an unclean spirit,"" ~Mark 5:2 #God #Bible #Love",1.37323E+18,happy,
"[""katy"",""perry"",""roar"",""official"",""via"",""amp"",""the""]",Sat Mar 20 11:18:12 +0000 2021,"RT @SafetyMentalst: Katy Perry - Roar (Official) https://t.co/STE3QbqyGC via @YouTube &amp;  #TwitterD_J 

#RTifLike the #Music
#RtItBot
#Like…",1.37323E+18,happy,surprise
"[""🌻ya"",""الله"",""there"",""is"",""no"",""ease"",""other"",""than"",""what"",""you"",""make"",""easy"",""if"",""you"",""please"",""you"",""ease"",""sorrow"",""ameen"",""🕋🤲🏻"",""a"",""broken"",""with"",""someone"",""you"",""love"",""can"",""tear"",""your"",""heart"",""into"",""pieces"",""but"",""allah"",""will"",""put"",""those"",""pieces"",""back"",""together"",""again"",""with"",""his"",""and"",""trust"",""his""]",Sat Mar 20 11:17:44 +0000 2021,"🌻ya الله there is no ease other than what You make easy. If You please, You ease sorrow. 
Ameen 🕋🤲🏻

A broken #relationship with someone you love can tear your heart into pieces. But Allah will put those pieces back together again with His #love and #light. Trust His #plan. https://t.co/H9PCWgRMJi",1.37323E+18,happy,happy
"[""a"",""soul"",""sound"",""which"",""is"",""going"",""2"",""shape"",""a"",""new"",""standard"",""2"",""the"",""music"",""scene"",""drops"",""in"",""april"",""a"",""song"",""dedicated"",""to"",""my"",""future"",""her"",""pre"",""order"",""now""]",Sat Mar 20 11:17:36 +0000 2021,"A Soul Sound Which Is Going 2 Shape A New Standard 2 The Music Scene Drops In April, A Song Dedicated To My Future Her.

Pre Order Now!!! 

#Applemusic #Tidal #AmazonMusic #Deezer #Pandora #Napster #Spotify #Dating #Twitch #NewMusic #stephspackedlunch #Love #Romance #RecipeOfYou https://t.co/Y0vWzx9zP8",1.37323E+18,happy,
"[""1minmojo"",""“talk"",""yourself"",""into"",""action”""]",Sat Mar 20 11:17:32 +0000 2021,"1MinMojo: “Talk Yourself into Action”
#ipfitness #ipftraining #letsgetbetter #letsgoagain #connectedtopurpose #connectedtopeople #connectedtopooches #word #woof #love #letfreedomring #1minmojo https://t.co/KAWmaywfiW",1.37323E+18,happy,
"[""framed"",""it has / it is"",""that"",""time"",""of"",""year"",""👩‍❤️‍👨""]",Sat Mar 20 11:17:30 +0000 2021,"RT @im_framed: It’s that time of year #weddings 👩‍❤️‍👨

https://t.co/QCqxptwpRY

https://t.co/hOyOvZkGaY

#UKGiftAM #UKGiftHour #SmallBizSa…",1.37323E+18,happy,
"[""was"",""watching"",""the"",""brilliant"",""for"",""the"",""umpteenth"",""time"",""last"",""night"",""then"",""found"",""opera"",""singing"",""is"",""there"",""anything"",""this"",""wonderful"",""funny"",""dancing"",""singing"",""woman"",""cannot"",""do"",""❤️""]",Sat Mar 20 11:17:27 +0000 2021,"Was watching the brilliant #JonathanCreek for the umpteenth time last night then found @quentyquestions opera singing, is there anything this wonderful funny, dancing, singing woman can’t do #love ❤️ @comicrelief",1.37323E+18,happy,
"[""life"",""imitates"",""versa"",""paint"",""your"",""its"",""your"",""💜""]",Sat Mar 20 11:17:12 +0000 2021,"RT @RiteBoss: LIFE IMITATES #ART VICE VERSA
Paint your #dreams its your #masterpiece
💜
#Thought #Nature #uplift #Life #photography #Shine #…",1.37323E+18,happy,
"[""katy"",""perry"",""roar"",""official"",""via"",""amp"",""the"",""share"",""the"",""you"",""💖🤠""]",Sat Mar 20 11:17:08 +0000 2021,"Katy Perry - Roar (Official) https://t.co/STE3QbqyGC via @YouTube &amp;  #TwitterD_J 

#RTifLike the #Music
#RtItBot
#Like ""SHARE"" The #love  You #Tigers 💖🤠",1.37323E+18,happy,pleasant
